pecha_id,batch,ann_id,raw_start,raw_end,start,end,action,n_merged,dropped,reason
I058DD999,new,80ad4b61ddfe4e5cbc5ea418eb050310,24821,24852,24821,24852,keep,1,False,
I058DD999,new,f14eb8c4fdd34b7d80d58d521f043fd1,25485,25514,25485,25514,keep,1,False,
I058DD999,new,e1080f1fd6144de1a2a00ecab68d5aa6,26339,26361,26339,26361,keep,1,False,
I058DD999,new,5cbea05b55594352b4f200520e8dac2b,26363,26477,26363,26477,keep,1,False,
I058DD999,new,6a193ef4b11c40fa879553e112e74b55,26480,26539,26480,26539,keep,1,False,
I058DD999,new,9916bcdf1bb8431199cb48f38d98fee2,37468,37543,37468,37543,keep,1,False,
I058DD999,new,5d81783dff794d6b86ce174fbc330ea5,45457,45604,45457,45604,keep,1,False,
I058DD999,new,796c550f39d54dfe8f1f7872eceb6851,64438,64484,64438,64484,keep,1,False,
I058DD999,new,ed70042015f14361bb76af90ebfcdb14,74041,74065,74041,74065,keep,1,False,
I058DD999,new,fddba69a65b54250b49449ef2d6287dc,83966,83997,83966,83997,keep,1,False,
I058DD999,new,52b01271e0564eba89f7ff8df774ad77,85159,85183,85159,85183,keep,1,False,
I058DD999,new,3b789437347d45809d217dc3093189ce,85185,85224,85185,85224,keep,1,False,
I058DD999,new,81100b9bb68a4ead880c64736b786cfe,88511,88536,88511,88536,keep,1,False,
I058DD999,new,2b791c487ed24e5282552df381d54bba,90070,90086,90070,90086,keep,1,False,
I058DD999,new,ac7b404cfb5449c2b43cfdd1ce953e78,90559,90576,90559,90576,keep,1,False,
I058DD999,new,45a628713cbb464eb8f1512bc9546d63,91254,91280,91254,91280,keep,1,False,
I058DD999,new,aec91e01c3294384ab7a39148f86ad48,91669,91695,91669,91695,keep,1,False,
I058DD999,new,6b3d4fa76cc14bef8937ce33b19f06ae,103317,103354,103317,103354,keep,1,False,
I058DD999,new,c29e4de2c13c4d38af18a6139907e7ec,103356,103389,103356,103389,keep,1,False,
I058DD999,new,4bc6ad49b78b4d08bf72a45c85651903,125667,125706,125667,125706,keep,1,False,
I058DD999,new,7d93abd4aa3344b3aaa46c3cafd17ea8,134534,134576,134534,134576,keep,1,False,
I058DD999,new,0f37c1f276d946cc87cf27ac64bf469c,139273,139307,139273,139308,end+1,1,False,
I058DD999,new,ab29f9aabed0492d8c65c14a477da575,139309,139336,139309,139336,keep,1,False,
I058DD999,new,8a9b7fd42b9048f7b4706303f70ac228,140516,140557,140516,140557,keep,1,False,
I058DD999,new,7d724f71044c4c2fb6886a88daa1c045,141787,141847,141787,141847,keep,1,False,
I058DD999,new,7da4359471c84132befbf925d02f6648,142995,143113,142995,143113,keep,1,False,
I058DD999,new,169ed4a215b44de6b9e9f545417b049e,145136,145179,145136,145179,keep,1,False,
I058DD999,new,da85acf2af2f4917bb6617b970338a8d,146008,146047,146008,146047,keep,1,False,
I058DD999,new,9bdbc7bf39314815b4024078df2bb143,147013,147042,147013,147042,keep,1,False,
I058DD999,new,04b922350b1b4eeaaf7417b643e6d77f,147542,147571,147542,147571,keep,1,False,
I058DD999,new,8085202f76ff47dfb36c36bfdc84d73e,148332,148474,148332,148474,keep,1,False,
I058DD999,new,a0223e4e02444f6b8f996201d77a2d0c,150363,150420,150363,150420,keep,1,False,
I058DD999,new,71dc54de375342958c63bea54cb2a2bf,151537,151632,151537,151632,keep,1,False,
I058DD999,new,0aa42b8dab054b3fac9563f74a85c9c0,153373,153434,153373,153434,keep,1,False,
I058DD999,new,d1f41883854f4952bf3ef4df53a5f527,155670,155705,155670,155705,keep,1,False,
I058DD999,new,d63aa59e7c574cf4ab297711b1fb7046,156661,156687,156661,156687,keep,1,False,
I058DD999,new,d6ce580284c24b00b86e023143bc2ed2,156689,156711,156689,156711,keep,1,False,
I058DD999,new,333be6e8943640a0857b69d44692feaa,160622,160654,160622,160654,keep,1,False,
I058DD999,new,01a71a9c415143508afd0b60b2fe8712,164073,164101,164073,164101,keep,1,False,
I069801F1,new,178b699c373f403499b015ce2364487a,920,956,920,956,keep,1,False,
I069801F1,new,5ec57a782d4f40b7bf081254299dbde4,13828,13889,13828,13889,keep,1,False,
I069801F1,new,1a4e724c41a84c9f87d82223b0702619,19325,19386,19325,19386,keep,1,False,
I069801F1,new,398ac680b4cc42138ef5ff07dd27405e,28845,28883,28845,28883,keep,1,False,
I069801F1,new,e014409276d84b818b6c394e888b2cc3,39268,39333,39268,39333,keep,1,False,
I069801F1,new,172e62ee2e2b41689311093f066efa79,41735,41791,41735,41791,keep,1,False,
I07240379,new,043e8d3e94ef49d1896cf222571a49d9,111,241,111,241,keep,1,False,
I07240379,new,82dea4da95df48d28b6c85d40370d1bf,274,352,274,352,keep,1,False,
I07240379,new,a930999393e14defb7b4919cab3a25e0,354,427,354,427,keep,1,False,
I07240379,new,03dbb4d36c1746b0ae170998e65892ae,474,580,474,580,keep,1,False,
I07240379,new,3f48f01cc3e1451091101424131630bd,619,675,619,675,keep,1,False,
I07240379,new,419a525312c646b5ac8f2f450744c9fc,708,755,708,755,keep,1,False,
I07240379,new,eb9d56d6bf5242c599c3785037c4b2fa,788,838,788,838,keep,1,False,
I07240379,new,b4d5893c9d8549608414fa8e1b98b13c,868,873,868,874,end+1,1,False,
I07240379,new,6f15f9623198402aacaa613060e21052,3053,3070,3053,3070,keep,1,False,
I07240379,new,86be4dd5860f4de9bab1fa1ef32d991f,9922,10068,9922,10068,keep,1,False,
I07240379,new,4cb381e11ae74e3b896df4b011e804c2,20229,20312,20229,20312,keep,1,False,
I07240379,new,d8c124fff75249cc8d2d0569f2ef03d2,90589,90640,90589,90640,keep,1,False,
I07240379,new,3bed29015b8d470baf703ff7c3b8af9c,99697,99769,99697,99769,keep,1,False,
I07240379,new,80e87704cafe48d68fb251bfd0f82ad6,139327,139344,139327,139345,end+1,1,False,
I07ECF0AE,new,2d8578054d7d48edbf68dbf11ee7a90c,125,135,125,135,keep,1,False,
I07ECF0AE,new,fb14e2a21a304e41b646866d761006df,598,626,598,626,keep,1,False,
I07ECF0AE,new,9a96c8e01ac84966a1d39d63e1767618,4987,4992,4987,4993,end+1,1,False,
I07ECF0AE,new,54618af8eca944d9808f389d9fed8198,5036,5066,5036,5066,keep,1,False,
I07ECF0AE,new,465b029ef1cd46bea5bad400f5f0403e,5068,5099,5068,5099,keep,1,False,
I07ECF0AE,new,efa010a1eab041d78d87ae4bc660a936,5148,5194,5148,5194,keep,1,False,
I07ECF0AE,new,76c05ea6b46e40af8f28c23b0449de4c,5196,5220,5196,5220,keep,1,False,
I07ECF0AE,new,1de5e5b085344661888a59d816fff9c2,5413,5468,5413,5468,keep,1,False,
I07ECF0AE,new,da4c2fdf11ca4cb987a0227008f48049,5470,5485,5470,5485,keep,1,False,
I07ECF0AE,new,cbb4e12153f4432a8bb807f9a6ea74e9,5851,5853,5851,5853,keep,1,False,
I07ECF0AE,new,0df859024ec340baafdf37999e564ee4,7378,7380,7378,7380,keep,1,False,
I07ECF0AE,new,468e197f65fd4b66bf203a68fc3efe7e,7995,7997,7995,7997,keep,1,False,
I07ECF0AE,new,470c0d93c1904701bfc5774b5cb9440f,9362,9364,9362,9364,keep,1,False,
I07ECF0AE,new,d279b30431b54b7fb5846cf54a1c7abe,9914,9916,9914,9916,keep,1,False,
I07ECF0AE,new,87f2a353fc6a4bddb29c20d98d607ec5,10616,10618,10616,10618,keep,1,False,
I07ECF0AE,new,e8b6a16314ad494ea4bddd3c9e91ae16,11243,11245,11243,11245,keep,1,False,
I07ECF0AE,new,3fe81de180444c1abbda42ff01659cf6,11646,11648,11646,11648,keep,1,False,
I07ECF0AE,new,79b878a27be94c76b149afbd720d2896,12478,12480,12478,12480,keep,1,False,
I07ECF0AE,new,8e00189af4e745c48c718c8a891630bd,13486,13488,13486,13488,keep,1,False,
I07ECF0AE,new,1cb38b79c05642a88a525d04e2f8a673,14031,14033,14031,14033,keep,1,False,
I07ECF0AE,new,c8691b207cd047d9a660eec0d8a3f7b8,14998,15000,14998,15000,keep,1,False,
I07ECF0AE,new,ef0cb57024434fe18e9023a24c39fdee,15700,15702,15700,15702,keep,1,False,
I07ECF0AE,new,f45c8a752fe54329a2248d7d76d60280,16183,16185,16183,16185,keep,1,False,
I07ECF0AE,new,acd155d26d0c4a0f8fa047367c4bd4ef,16843,16845,16843,16845,keep,1,False,
I07ECF0AE,new,191ae6cc6018496c87c1f59fb7e9c757,17220,17222,17220,17222,keep,1,False,
I07ECF0AE,new,9092b671380d464ebd5ef41c68e92b95,17759,17761,17759,17761,keep,1,False,
I07ECF0AE,new,b920fa0d5eac43e58f1f8957e9cd30e7,18557,18559,18557,18559,keep,1,False,
I07ECF0AE,new,3d26d9ce84de4a03b9e584cda5f900f7,19138,19140,19138,19140,keep,1,False,
I07ECF0AE,new,2a70ca3ffd4b4e67b616ab871c0c3de8,19487,19489,19487,19489,keep,1,False,
I07ECF0AE,new,ef7d851259d34e53a4ed3c1a8f60ba93,19568,19570,19568,19570,keep,1,False,
I07ECF0AE,new,b163458aea1f43a191c57444f1ae4d14,20088,20090,20088,20090,keep,1,False,
I07ECF0AE,new,875fc6c972504b27b2d0880aa4bc9971,20567,20569,20567,20569,keep,1,False,
I07ECF0AE,new,28f322bdc57c4d33a923a2ba37cc42c7,20632,20634,20632,20634,keep,1,False,
I07ECF0AE,new,e020a4fd4be14596921fe247bbc0d714,20838,20840,20838,20840,keep,1,False,
I07ECF0AE,new,72c48ddf30244dee99c2dd614d3ed701,20983,20985,20983,20985,keep,1,False,
I07ECF0AE,new,0e387cb23a1643569157efe2e8c787a6,21090,21092,21090,21092,keep,1,False,
I07ECF0AE,new,c8df0716f1e74561ba62938f97ceac73,21511,21513,21511,21513,keep,1,False,
I07ECF0AE,new,c36d53751c24476d9aff51e98c2cbc33,22424,22426,22424,22426,keep,1,False,
I07ECF0AE,new,e6341399225b406e9800507b53857350,22602,22604,22602,22604,keep,1,False,
I07ECF0AE,new,35787027f06e4986bb1dd5d9999e826a,22746,22762,22746,22762,keep,1,False,
I07ECF0AE,new,ad8093ef6bd6482b835409637acb8f03,24384,24400,24384,24400,keep,1,False,
I07ECF0AE,new,fd0b81c435714e94ab061d3312f57582,28442,28504,28442,28504,keep,1,False,
I07ECF0AE,new,37ea9f18aa9b497baf7e2f6d28523e11,32619,32621,32619,32621,keep,1,False,
I07ECF0AE,new,0a647f45f06648f59204a9e465361632,36411,36413,36411,36413,keep,1,False,
I07ECF0AE,new,53c1659908354c80b9e318f0158d1c51,37787,37789,37787,37789,keep,1,False,
I07ECF0AE,new,e827bbffb9674effae47072de2703e80,40967,40969,40967,40969,keep,1,False,
I07ECF0AE,new,e8fe92e2a1934d4b8fec889eb3d6df53,41968,41970,41968,41970,keep,1,False,
I07ECF0AE,new,2136f0df43fd475581fc2b7991e7ecc8,43272,43274,43272,43274,keep,1,False,
I07ECF0AE,new,7e1c020bf22a4401b5ed0ee350d4dd84,44546,44548,44546,44548,keep,1,False,
I07ECF0AE,new,06566552eca3463e9a651b4f05da1ade,45320,45322,45320,45322,keep,1,False,
I07ECF0AE,new,1f24901d91aa4e35a8e28e43c6964533,47023,47025,47023,47025,keep,1,False,
I07ECF0AE,new,0de3b65770d54e9f856ff833f6dfe146,48867,48869,48867,48869,keep,1,False,
I07ECF0AE,new,2ff7ebc3c02c43f2be8f8b939086f35d,50036,50038,50036,50038,keep,1,False,
I07ECF0AE,new,e9acf794b95f4f80b6369ceda17f4e9f,52057,52059,52057,52059,keep,1,False,
I07ECF0AE,new,a442194d73284f9d8b70448a77d7ee9c,53318,53320,53318,53320,keep,1,False,
I07ECF0AE,new,0cdc60f7f1af4a27871e44fe1138a4cd,54297,54299,54297,54299,keep,1,False,
I07ECF0AE,new,08c0b5c1432144919f4a148d4c8025be,55834,55836,55834,55836,keep,1,False,
I07ECF0AE,new,7fa7b70d15e64a31bd6977b1195ee2e1,56878,56880,56878,56880,keep,1,False,
I07ECF0AE,new,fd34ba920f6442afb8334e59c6d631af,57939,57941,57939,57941,keep,1,False,
I07ECF0AE,new,86b9e5abafbf473f883cfcd9e5591f07,59322,59324,59322,59324,keep,1,False,
I07ECF0AE,new,b5adfbc4dc3c41c68e54b97d6d2bc80b,60356,60358,60356,60358,keep,1,False,
I07ECF0AE,new,8bca3146344d49ba97df5dd6cc830ee6,60916,60918,60916,60918,keep,1,False,
I07ECF0AE,new,ff383475430c4b7592b250e0c090657b,61202,61204,61202,61204,keep,1,False,
I07ECF0AE,new,26ee1f2ce51649428e4b949caf091803,62281,62283,62281,62283,keep,1,False,
I07ECF0AE,new,5ce29be86f6c4ee082324bf03b93d5b6,63435,63437,63435,63437,keep,1,False,
I07ECF0AE,new,2177ff6cbbc5419a8172ee79641847e9,63630,63632,63630,63632,keep,1,False,
I07ECF0AE,new,91a262d7bf004c818485407c452b8687,64334,64336,64334,64336,keep,1,False,
I07ECF0AE,new,67281bac06b84f299ae8585de766843f,64678,64680,64678,64680,keep,1,False,
I07ECF0AE,new,2f9597664b6b4bf7a8ccef86cd45f6f1,65062,65064,65062,65064,keep,1,False,
I07ECF0AE,new,8152c5cc430a47799f117f25e4de8af5,65859,65861,65859,65861,keep,1,False,
I07ECF0AE,new,21bbc171076e40e39fa1b37e3806af2f,67605,67607,67605,67607,keep,1,False,
I07ECF0AE,new,39724a04bbff421c85bb4a01508b84ec,68055,68057,68055,68057,keep,1,False,
I07ECF0AE,new,de6669cd6b8140789c5b574685f8e3a0,68365,68382,68365,68382,keep,1,False,
I07ECF0AE,new,513c1c369afa446dbaef077473c53cea,75453,75471,75453,75471,keep,1,False,
I07ECF0AE,new,19aa581f134a470c8004587d405998c8,92505,92513,92505,92513,keep,1,False,
I07ECF0AE,new,f507bf15da88401f8916a94ac70967d9,92515,92582,92515,92582,keep,1,False,
I08405360,new,cb117ad781424e65ac57fe0abbb3b693,159,280,159,280,keep,1,False,
I0B81CD66,new,72205379b2934000ac881d614c555aeb,152,157,152,158,end+1,1,False,
I0B81CD66,new,1ebc23177b4e4e6abe831ab6fec8b1b6,346313,346330,346313,346331,end+1,1,False,
I0FCFA88F,new,0b43964c6f88487e9c15304158f0b6f4,0,51,0,51,keep,1,False,
I0FCFA88F,new,3c7311b9e9524c09862da1cbcf522819,476,481,476,482,end+1,1,False,
I0FCFA88F,new,a6d175daa08749de94cb5f84fbfe2d43,5723,5740,5723,5740,keep,1,False,
I0FCFA88F,new,736987707a894d12b5c346a0b3fc447e,11321,11422,11321,11422,keep,1,False,
I0FCFA88F,new,d75afee8a12640bf915b6c6c14cd4687,90440,90561,90440,90561,keep,1,False,
I0FCFA88F,new,4a7e2802564846d0985c9ce28c8652d3,122360,122414,122360,122414,keep,1,False,
I0FCFA88F,new,4e68eea9f70547c39a7c95515df769d2,237784,237801,237784,237802,end+1,1,False,
I0FE9ED9E,new,c759cffdbd5f444daf17ae051c5442af,117,190,117,190,keep,1,False,
I100E7DAD,new,cbf01838748842d89f6abec9922136d3,150,155,150,156,end+1,1,False,
I100E7DAD,new,e32d20b40d5e45f2ae5304091f722538,6729,6746,6729,6746,keep,1,False,
I100E7DAD,new,6516789dea8e44fba1767d26df691af8,13047,13097,13047,13097,keep,1,False,
I100E7DAD,new,85f8827efa954662a7a0b6b3c694ad32,340743,340760,340743,340761,end+1,1,False,
I10C4C4B5,new,79468989d20944b09372cbd64d94297d,127,219,127,219,keep,1,False,
I130B5D0F,new,f751fca1e7cb4c11ab112b54ac758417,68,119,68,119,keep,1,False,
I130B5D0F,new,820c8d347d55429b95aac5911cc34f32,463,472,463,473,end+1,1,False,
I130B5D0F,new,7ec5c0823a3d4a5793659f0175d84329,14469,14478,14469,14478,keep,1,False,
I130B5D0F,new,c4851f020b9849de8f5cb3ddbff451f9,19328,19348,19328,19348,keep,1,False,
I130B5D0F,new,6b238fb91ed641a9bea450a80fad48f9,24972,24995,24972,24995,keep,1,False,
I130B5D0F,new,c384039fb2bd40009dde81c78b4051da,28979,29003,28979,29003,keep,1,False,
I130B5D0F,new,feec89eae46b4590980bf8b0512c70f8,29928,29955,29928,29955,keep,1,False,
I130B5D0F,new,06a930ddb87a4b178f6ed5584eb8c10f,33741,33763,33741,33763,keep,1,False,
I130B5D0F,new,3152977a34624d14939838a61b78b55a,48537,48563,48537,48563,keep,1,False,
I130B5D0F,new,f806b35f89344dc7829b89e645df2868,61405,61426,61405,61426,keep,1,False,
I130B5D0F,new,e91ee26cf5c24739a999d318524bb88e,64142,64169,64142,64169,keep,1,False,
I1561B2F5,new,91f24b673d01425bb85dd40dc410aa01,122,195,122,195,keep,1,False,
I163178A0,new,ee6200d2760f415294ea6ff719c3387b,126,252,126,252,keep,1,False,
I1649804C,new,75cc262e4b7748808a7b7288baa7cab1,92,138,92,138,keep,1,False,
I19A08A51,new,db39ecd284c44dfb9151e180f4f21ef1,149,298,149,298,keep,1,False,
I1CC06C39,new,2cdcc3087701474199d9def99bd52cd5,138,241,138,241,keep,1,False,
I1DCBD5CC,new,02f05e63bcb74de9a4050778c28c1996,133,138,133,139,end+1,1,False,
I1DCBD5CC,new,2b2ac451d4b64f08886cfc8653695c96,1149,1206,1149,1206,keep,1,False,
I2133CA39,new,d8517cb2339047f3aa31e17804862cf4,0,51,0,51,keep,1,False,
I2133CA39,new,c671118f81004e05accfa1ac4a5889ee,53,71,53,71,keep,1,False,
I2133CA39,new,149624afe0a045a182be11a0f7496562,73,171,73,171,keep,1,False,
I2133CA39,new,fc0c4878416d4a9982695862fa0a85e4,173,216,173,216,keep,1,False,
I2133CA39,new,1d301a332ad24c018ca3ddbe601f7b6d,218,223,218,224,end+1,1,False,
I2133CA39,new,b097c2155cd545c3885569489b53a3d2,9265,9282,9265,9282,keep,1,False,
I2133CA39,new,cb1af40aa2434d09891baff3786b19c8,14894,14980,14894,14980,keep,1,False,
I2133CA39,new,f3dc92f0a4964c11acdda964b3da68a3,298579,298596,298579,298597,end+1,1,False,
I2342D649,new,951a978bfc7047f78bd83d22cc6e830b,231,406,231,406,keep,1,False,
I24EDBDA0,new,8bbaf7ec27c74d0b834473e066eeb180,0,51,0,51,keep,1,False,
I24EDBDA0,new,9a301590e7b64affb401eae95998a3a1,72,202,72,202,keep,1,False,
I24EDBDA0,new,4731afa45cc741c9ab373b761cd231f3,234,239,234,240,end+1,1,False,
I24EDBDA0,new,47f677ad536a494493b267c55d5978b1,2868,2885,2868,2885,keep,1,False,
I24EDBDA0,new,e26cbdf7738d4fbca2c3a68dbcb034ad,557275,557292,557275,557293,end+1,1,False,
I2522EBB0,new,38ab8c2475b94e4d8fdd5f67dac480c0,5744,5773,5744,5773,keep,1,False,
I2522EBB0,new,1ef1863fc0fb49228fde653c03e2178a,14801,14836,14801,14836,keep,1,False,
I2522EBB0,new,cda0c298e0364170a4b97ea6dbe26a53,18738,18769,18738,18770,end+1,1,False,
I2522EBB0,new,2012340526094f1e9207ef0e3a30ec94,22159,22194,22159,22195,end+1,1,False,
I25463E37,new,695d7d7988414ab08ea5f0ef559d934d,0,45,0,45,keep,1,False,
I25463E37,new,e21a81e93360451ba88d00e50cac5e02,382,411,382,411,keep,1,False,
I25463E37,new,8a582aa95c4346f89497918d7ab2af29,2233,2321,2233,2321,keep,1,False,
I25463E37,new,ae0af5971ed74575b114c78e896bd49f,3963,4046,3963,4046,keep,1,False,
I25463E37,new,3f2ca12d454140dd9a53455fe4fa0b48,6939,6973,6939,6973,keep,1,False,
I25463E37,new,e4dcb2858b284647a28db59e884d006e,13947,14016,13947,14016,keep,1,False,
I25463E37,new,9b8131c62eec4b859b9363136d78c096,15096,15135,15096,15135,keep,1,False,
I25463E37,new,9e19ffc6ff744224864b59d8942372ca,18374,18392,18374,18392,keep,1,False,
I25463E37,new,ddc435761812412fb4746ddc4690a413,19964,20007,19964,20007,keep,1,False,
I25463E37,new,7c1fffaf3f444e4396ffb985a681421b,30625,30717,30625,30717,keep,1,False,
I25463E37,new,4039c79e123941f1ae9237041a0cd01f,39976,40022,39976,40022,keep,1,False,
I25463E37,new,ebb307b98a334c7fa0c97ce170bf044a,44112,44146,44112,44146,keep,1,False,
I25463E37,new,68f8e333a48d47edb08e8a94c5c972da,75736,75784,75736,75784,keep,1,False,
I25463E37,new,4dd52b5e4d874d8bbbbbd784330dfe39,146887,146932,146887,146932,keep,1,False,
I27E347E9,new,c7b216fc0881470baa7875a782cb55e9,0,51,0,51,keep,1,False,
I27E347E9,new,42a0216b44524741b260278a056ed962,53,72,53,72,keep,1,False,
I27E347E9,new,6506cdd2ab0e4ffe874bcc56118b655e,74,243,74,243,keep,1,False,
I27E347E9,new,396d463d52e0474b83485be424f3b723,245,284,245,284,keep,1,False,
I27E347E9,new,7d0da11394644894a62ebaa117401fdc,2972,2989,2972,2989,keep,1,False,
I27E347E9,new,5943c268e75546b1a802af5701c98c21,401760,401777,401760,401778,end+1,1,False,
I27F687A4,new,cd5daed699da43d1b0fab024f6a20234,46382,46469,46382,46469,keep,1,False,
I27F687A4,new,962d07597d4546e890a7b4571c0832ed,86125,86207,86125,86207,keep,1,False,
I29CFF9F3,new,e443f68155d64356a3b684b8a5110c87,0,103,0,103,keep,1,False,
I29CFF9F3,new,318502dc4c1f43938160d57983456286,145,249,145,249,keep,1,False,
I29E8AA65,new,1e237f7735ac480f902e9fe5744badbe,146,209,146,209,keep,1,False,
I29E8AA65,new,4e6f596f04af4e4aaf541becf9a2cd54,243,294,243,294,keep,1,False,
I29E8AA65,new,152e5a9a2672415a8d26764338f7cdcb,296,372,296,372,keep,1,False,
I29E8AA65,new,44ac9d5dce6745328580d18e7f4ff694,404,409,404,410,end+1,1,False,
I29E8AA65,new,6928f90cdf734acc993bcd45a937a47e,2664,2694,2664,2695,end+1,1,False,
I29E8AA65,new,74032352af8a4ad6aa044642c39f7802,2696,2713,2696,2713,keep,1,False,
I29E8AA65,new,d1cdc33fe58046cbbaec7b90f853a68f,56275,56318,56275,56318,keep,1,False,
I29E8AA65,new,e12d55938c1e48debc58b7a10d644616,72563,72608,72563,72608,keep,1,False,
I29E8AA65,new,7859ba2302594629af2a7ab8187d5d0b,84288,84325,84288,84325,keep,1,False,
I29E8AA65,new,ca38c69490f34fe3b32007ba5f639cf5,87950,87982,87950,87982,keep,1,False,
I29E8AA65,new,a70ae73d19b74a048d75184c115d8495,151767,151838,151767,151838,keep,1,False,
I29E8AA65,new,aba246343e294c079ea286bbf40a68ff,170817,170843,170817,170843,keep,1,False,
I29E8AA65,new,dba0dfc2dbbd4eab9101a9f092886c24,172329,172369,172329,172369,keep,1,False,
I29E8AA65,new,54889208dff14525aaff867bdadbe9f5,190054,190082,190054,190082,keep,1,False,
I29E8AA65,new,c1c28253aa394e40965feaa30fe35a41,192516,192560,192516,192560,keep,1,False,
I29E8AA65,new,548292a481914ef8ac5aff9b97b2b7b8,192784,192818,192784,192818,keep,1,False,
I29E8AA65,new,c635c974269b4ce89f2bce7c5f217a43,194113,194153,194113,194153,keep,1,False,
I29E8AA65,new,11451f264edd45a2a8f6accb875df8b9,195161,195192,195161,195192,keep,1,False,
I29E8AA65,new,96f96ab8c4e34858a7a911889ae58350,198853,198881,198853,198881,keep,1,False,
I29E8AA65,new,3db7d0fb1d3d4a71bcc4f10e4d069c2a,206092,206112,206092,206112,keep,1,False,
I29E8AA65,new,88e390cf26c04993b160ee1939f14f0b,210190,210207,210190,210207,keep,1,False,
I29E8AA65,new,ff108076df604a5cb47e19d9b32317d7,212985,213001,212985,213001,keep,1,False,
I29E8AA65,new,9b7e5eaf13114c6d8a99b79f3f67b00d,218308,218334,218308,218334,keep,1,False,
I29E8AA65,new,468fab50842f46359931052ea1def9a6,220518,220542,220518,220542,keep,1,False,
I29E8AA65,new,d5908878942b4c05be805d1b7d8cd8c7,221299,221319,221299,221319,keep,1,False,
I29E8AA65,new,3a9e0cf679394485a32207bd16fe8c73,225369,225388,225369,225388,keep,1,False,
I29E8AA65,new,2cdabb066388412383fa6da42d60ed95,227229,227255,227229,227255,keep,1,False,
I29E8AA65,new,5638b4e419bd44998b023cbe795c85d9,229411,229433,229411,229433,keep,1,False,
I29E8AA65,new,24644f9ac4314e4ab38fdc315a3b7748,250076,250120,250076,250120,keep,1,False,
I29E8AA65,new,86e87537edb14c06b07349b488cb94dd,254933,254978,254933,254978,keep,1,False,
I29E8AA65,new,d41ce1769f814bd49c797d211a6cff50,261265,261296,261265,261296,keep,1,False,
I29E8AA65,new,eadffbf2a03741e9881dabc90737201f,265347,265385,265347,265385,keep,1,False,
I29E8AA65,new,8a7870c334144cf3aa86d25b73af9d80,268729,268746,268729,268747,end+1,1,False,
