pecha_id,start,end_exclusive
I2EAAF38A,1616,1633
I2EAAF38A,1635,1663
I2EAAF38A,1665,1678
I2EAAF38A,1680,1709
I2EAAF38A,1711,1750
I2EAAF38A,1752,1790
I2EAAF38A,1792,1835
I2EAAF38A,1837,1864
I2EAAF38A,1866,1893
I2EAAF38A,1895,1929
I2EAAF38A,1931,1977
I2EAAF38A,1979,1992
I2EAAF38A,1994,2009
I2EAAF38A,2011,2059
I2EAAF38A,2061,2097
I2EAAF38A,2099,2136
I2EAAF38A,2138,2186
I2EAAF38A,2188,2204
I2EAAF38A,2205,2224
I2EAAF38A,2225,2252
I2EAAF38A,2254,2271
I2EAAF38A,2273,2325
I2EAAF38A,2327,2352
I2EAAF38A,2354,2379
I2EAAF38A,2381,2417
I2EAAF38A,2419,2428
I2EAAF38A,2430,2440
I2EAAF38A,2442,2467
I2EAAF38A,2469,2489
I2EAAF38A,2491,2504
I2EAAF38A,2506,2533
I2EAAF38A,2535,2560
I2EAAF38A,2562,2597
I2EAAF38A,2599,2622
I2EAAF38A,2624,2658
I2EAAF38A,2660,2686
I2EAAF38A,2688,2720
I2EAAF38A,2722,2766
I2EAAF38A,2768,2803
I2EAAF38A,2805,2843
I2EAAF38A,2845,2865
I2EAAF38A,2867,2908
I2EAAF38A,2910,2952
I2EAAF38A,2954,2975
I2EAAF38A,2977,2996
I2EAAF38A,2998,3018
I2EAAF38A,3020,3053
I2EAAF38A,3055,3070
I2EAAF38A,3072,3090
I2EAAF38A,3092,3123
I2EAAF38A,3125,3180
I2EAAF38A,3182,3234
I2EAAF38A,3236,3300
I2EAAF38A,3302,3315
I2EAAF38A,3317,3334
I2EAAF38A,3336,3365
I2EAAF38A,3367,3387
I2EAAF38A,3389,3411
I2EAAF38A,3413,3452
I2EAAF38A,3454,3507
I2EAAF38A,3509,3524
I2EAAF38A,3526,3536
I2EAAF38A,3538,3568
I2EAAF38A,3570,3614
I2EAAF38A,3616,3626
I2EAAF38A,3628,3648
I2EAAF38A,3650,3690
I2EAAF38A,3692,3740
I2EAAF38A,3742,3773
I2EAAF38A,3775,3818
I2EAAF38A,3820,3845
I2EAAF38A,3847,3875
I2EAAF38A,3877,3896
I2EAAF38A,3898,3944
I2EAAF38A,3946,4017
I2EAAF38A,4019,4051
I2EAAF38A,4053,4135
I2EAAF38A,4137,4179
I2EAAF38A,4181,4225
I2EAAF38A,4227,4259
I2EAAF38A,4261,4310
I2EAAF38A,4312,4325
I2EAAF38A,4327,4342
I2EAAF38A,4344,4371
I2EAAF38A,4373,4389
I2EAAF38A,4391,4411
I2EAAF38A,4413,4432
I2EAAF38A,4434,4478
I2EAAF38A,4480,4495
I2EAAF38A,4497,4510
I2EAAF38A,4512,4538
I2EAAF38A,4540,4566
I2EAAF38A,4568,4591
I2EAAF38A,4593,4613
I2EAAF38A,4615,4652
I2EAAF38A,4654,4691
I2EAAF38A,4693,4734
I2EAAF38A,4736,4784
I2EAAF38A,4786,4835
I2EAAF38A,4837,4879
I2EAAF38A,4881,4923
I2EAAF38A,4925,4966
I2EAAF38A,4968,4982
I2EAAF38A,4984,5009
I2EAAF38A,5011,5058
I2EAAF38A,5060,5108
I2EAAF38A,5110,5169
I2EAAF38A,5171,5235
I2EAAF38A,5237,5296
I2EAAF38A,5298,5313
I2EAAF38A,5314,5346
I2EAAF38A,5348,5375
I2EAAF38A,5377,5401
I2EAAF38A,5403,5417
I2EAAF38A,5419,5433
I2EAAF38A,5435,5482
I2F35E7CC,2956,3024
I319DAFF7,177,308
I31F3338B,69,188
I32431963,57,96
I330D366C,76,201
I330D366C,10283,10297
I330D366C,17341,17355
I330D366C,25854,25867
I330D366C,35728,35740
I330D366C,45890,45904
I330D366C,51770,51784
I330D366C,59419,59434
I330D366C,66828,66841
I330D366C,73797,73810
I330D366C,84313,84331
I330D366C,88873,88891
I330D366C,94441,94459
I330D366C,99718,99735
I330D366C,104135,104151
I330D366C,110777,110795
I330D366C,122828,122846
I33763376,115,179
I340B9EC1,72,189
I344D2A4C,52,157
I36A7A668,170,187
I36A7A668,131864,131942
I36A7A668,241548,241599
I36A7A668,255482,255533
I36A7A668,261474,261509
I36A7A668,267486,267525
I36A7A668,274692,274733
I36A7A668,276959,276972
I36A7A668,301992,302021
I36A7A668,356419,356442
I36A7A668,358678,358696
I3B871A64,145,239
I3D257F64,127,208
I3D6910F9,280,440
I3F4A91F5,112,174
I3F4A91F5,212,257
I3F4A91F5,304,351
I3F4A91F5,381,484
I3F4A91F5,518,524
I3F4A91F5,5851,5868
I3F4A91F5,10377,10444
I3F4A91F5,81615,81665
I3F4A91F5,186163,186215
I3F4A91F5,204044,204152
I3F4A91F5,329484,329502
I40E5024E,237,254
I40E5024E,3123,3207
I40E5024E,3877,3945
I40E5024E,5113,5168
I40E5024E,8677,8728
I40E5024E,9562,9636
I40E5024E,13711,13771
I40E5024E,15983,16017
I40E5024E,18677,18718
I40E5024E,19639,19676
I40E5024E,23433,23458
I40E5024E,25207,25235
I40E5024E,120897,120920
I40E5024E,126737,126765
I40E5024E,131898,131925
I40E5024E,142310,142401
I40E5024E,197072,197090
I41DA990D,51,116
I4232A561,113,177
I44B84506,187,217
I44B84506,219,286
I44B84506,1115,1132
I44B84506,12521,12539
I44B84506,24004,24022
I44B84506,35051,35068
I44B84506,39315,39331
I44B84506,43088,43106
I44B84506,50876,50894
I44B84506,57316,57335
I44B84506,63525,63542
I44B84506,71779,71797
I44B84506,78379,78400
I44B84506,82138,82159
I44B84506,88489,88510
I44B84506,94834,94854
I44B84506,98661,98681
I44B84506,106019,106040
I44B84506,110364,110385
I44B84506,113575,113597
I44B84506,120517,120537
I44B84506,126209,126227
I44B84506,130290,130311
I44B84506,138442,138463
I44B84506,147558,147579
I44B84506,150595,150615
I44B84506,161012,161032
I44B84506,167124,167145
I44B84506,174584,174605
I44B84506,178215,178237
I44B84506,181698,181718
I44B84506,186041,186062
I45222122,85,127
I454D2699,205,308
I4A6AC1AA,80,121
I4ABDA91A,5,153
I4ABDA91A,191,303
I4ABDA91A,305,469
I4B1806B4,132,149
I4B1806B4,1752,1758
I4B1806B4,2447,2503
I4B1806B4,203826,203893
I4BECA32D,136,235
I4C242C84,5743,5768
I4C242C84,7625,7658
I4C242C84,10660,10693
I4C242C84,11595,11618
I4C242C84,12325,12358
I4C242C84,14383,14426
I4C242C84,19390,19420
I4C242C84,23811,23843
I4C242C84,28040,28072
I4C242C84,29940,29968
I4C242C84,32401,32442
I4C242C84,33519,33554
I4C242C84,34817,34836
I4C242C84,34838,34868
I4C242C84,45256,45294
I4C242C84,46862,46947
I4C242C84,49395,49438
I4C242C84,56761,56790
I4C242C84,58440,58527
I4C242C84,64408,64485
I4C242C84,73278,73325
I4C242C84,82092,82139
I4C242C84,89218,89292
I4C242C84,97087,97171
I4C242C84,102281,102316
I4C242C84,106570,106624
I4C242C84,110678,110727
I4C242C84,116571,116610
I4C242C84,124012,124074
I4C242C84,133275,133339
I4C242C84,143168,143257
I4C242C84,146117,146238
I4C242C84,151004,151069
I4C242C84,162878,162918
I4C242C84,163779,163850
I4C242C84,170030,170096
I4C242C84,173832,173882
I4C242C84,181373,181422
I4C242C84,192865,192905
I4C242C84,195208,195259
I4C242C84,203210,203245
I4C242C84,206098,206153
I4C242C84,209430,209484
I4C242C84,213324,213378
I4C242C84,217425,217504
I4C242C84,220606,220670
I4C242C84,230505,230545
I4C242C84,236940,237029
I4C242C84,239494,239531
I4C242C84,244266,244332
I4C242C84,255444,255513
I4C242C84,257409,257454
I4C242C84,263840,263869
I4C242C84,271884,271955
I4C242C84,272963,273007
I4C242C84,277477,277495
I4C242C84,277497,277541
I4C242C84,279132,279161
I4C242C84,281982,282013
I4C242C84,288718,288797
I4C242C84,297484,297545
I4C242C84,300404,300457
I4C242C84,306764,306823
I4C242C84,307669,307698
I4C242C84,311093,311111
I4C242C84,311471,311499
I4C242C84,311929,311971
I4C242C84,312909,312958
I4C242C84,314656,314705
I4C242C84,318094,318169
I4C242C84,324305,324339
I4C242C84,325909,325960
I4C242C84,329753,329773
I4C242C84,342064,342095
I4C242C84,343263,343306
I4C242C84,348544,348560
I4C242C84,348562,348582
I4C242C84,350842,350890
I4C242C84,353830,353888
I4C242C84,356658,356698
I4C242C84,358669,358734
I4C242C84,363406,363453
I4C242C84,365398,365463
I4C242C84,372816,372888
I4C242C84,373625,373691
I4C242C84,378276,378322
I4C242C84,379400,379450
I4C242C84,382503,382566
I4C242C84,386238,386276
I4C242C84,391809,391834
I4C242C84,394118,394169
I4C242C84,401901,401943
I4C242C84,406848,406922
I4C242C84,412068,412143
I4C242C84,418732,418788
I4C242C84,422093,422153
I4C242C84,423984,424031
I4C242C84,425036,425107
I4C242C84,428239,428278
I4C242C84,430714,430776
I4C242C84,435965,435999
I4C242C84,440359,440374
I4C242C84,440376,440408
I4C242C84,444044,444099
I4C242C84,448370,448443
I4C242C84,452125,452148
I4C242C84,452150,452201
I4C242C84,454091,454111
I4C242C84,458697,458717
I4C242C84,469968,470027
I4C242C84,472037,472059
I4C242C84,475567,475588
I4C242C84,482623,482632
I4CAE7B8B,4222,4239
I4CAE7B8B,9607,9678
I4CAE7B8B,60444,60483
I4CAE7B8B,81578,81623
I4CAE7B8B,110218,110260
I4CAE7B8B,162293,162350
I4CAE7B8B,200646,200710
I4CAE7B8B,259795,259813
I4DFE9067,2001,2021
I4DFE9067,38620,38684
I4EE8C636,221,362
I4EE8C636,364,531
I4FABF1F8,174,180
I4FABF1F8,2232,2249
I4FABF1F8,6473,6552
I4FABF1F8,25279,25305
I4FABF1F8,52158,52176
I4FABF1F8,84035,84062
I4FABF1F8,146044,146065
I4FABF1F8,196935,196954
I4FABF1F8,198148,198172
I4FD99A33,111,212
I4FD99A33,249,301
I4FD99A33,337,403
I4FD99A33,425,460
I4FD99A33,500,535
I4FD99A33,563,619
I4FD99A33,621,652
I4FD99A33,654,739
I4FD99A33,786,869
I4FD99A33,910,952
I4FD99A33,989,1038
I4FD99A33,1073,1079
I4FD99A33,4505,4522
I4FD99A33,291283,291301
I4FDF07E7,75,207
I5048861E,112,224
I5134B437,140,228
I5134B437,3169,3179
I5134B437,4482,4490
I5134B437,5735,5756
I5134B437,9822,9866
I5134B437,72670,72697
I5134B437,91412,91445
I5134B437,127030,127064
I5134B437,177033,177066
I5134B437,231572,231614
I5134B437,264638,264675
I5134B437,287511,287542
I518A01A8,126,132
I518A01A8,495,512
I518A01A8,13052,13069
I518A01A8,13817,13843
I518A01A8,14750,14769
I518A01A8,15921,15950
I518A01A8,17887,17931
I518A01A8,18788,18802
I518A01A8,19532,19559
I518A01A8,51870,51916
I518A01A8,289513,289531
I52248444,120,215
I52248444,263,319
I52248444,347,444
I52248444,483,555
I52248444,603,723
I52248444,767,866
I52248444,913,919
I52248444,4294,4311
I52248444,8895,8995
I52248444,77474,77535
I52248444,91170,91272
I52248444,133551,133634
I52248444,167421,167546
I52248444,193207,193311
I52248444,232334,232352
I52F33C02,101,163
I54375004,153,256
I55D7A55C,128,201
I55E4B626,58,151
I575514A8,119,125
I575514A8,1698,1707
I575514A8,2332,2348
I575514A8,3004,3014
I575514A8,3145,3156
I575514A8,4435,4496
I575514A8,41006,41065
I577D1677,79,199
I57BB7B28,2,95
I57BB7B28,149,236
I57BB7B28,238,331
I587B7DED,195,300
I58E33EFF,2,61
I58E33EFF,96,155
I58E33EFF,8298,8407
I58E33EFF,10402,10456
I5AEEE5CA,131,221
I5BFCBB3F,72,194
I5F5D9F5A,0,51
I5F5D9F5A,53,70
I5F5D9F5A,72,194
I5F5D9F5A,196,237
I5F5D9F5A,239,245
I5F5D9F5A,2464,2481
I5F5D9F5A,17769,17900
I5F5D9F5A,155788,155806
I60D0ED54,155,309
I617FDD1E,120,240
I6193773E,67,124
I62D7430C,61,106
I6380CEC4,638,644
I6380CEC4,11646,11743
I6380CEC4,73234,73355
I6380CEC4,376424,376472
I6380CEC4,411817,411835
I64B5DDDD,108,178
I6A834445,131,207
I6D11E414,114,121
I6D11E414,876,885
I6D11E414,890,930
I6D11E414,18519,18569
I6D11E414,25023,25058
I6D11E414,107678,107718
I6D11E414,126146,126171
I6D11E414,135134,135167
I6D11E414,138976,139038
I6D11E414,180402,180451
I6D11E414,182610,182643
I6D11E414,199485,199509
I6D11E414,267136,267157
I6D11E414,269661,269678
I6D11E414,272097,272112
I6D4C317A,0,34
I6D4C317A,72,106
I6D4C317A,10186,10218
I6D4C317A,36907,36949
I6D4C317A,46814,46849
I6D4C317A,50924,50968
I6D4C317A,58580,58628
I6D4C317A,82051,82086
I6D4C317A,91431,91493
I6D4C317A,99595,99632
I6EFF9668,133,150
I6EFF9668,5292,5364
I6EFF9668,24779,24870
I6EFF9668,25483,25512
I6EFF9668,27960,27984
I6EFF9668,29651,29669
I6EFF9668,30766,30789
I6EFF9668,32735,32768
I6EFF9668,33557,33634
I6EFF9668,35903,35917
I6EFF9668,36106,36123
I6EFF9668,36478,36491
I6EFF9668,36747,36758
I6EFF9668,36998,37013
I6EFF9668,37304,37312
I6EFF9668,37522,37531
I6EFF9668,37711,37721
I6EFF9668,37927,37935
I6EFF9668,38350,38355
I6EFF9668,38730,38740
I6EFF9668,38888,38893
I6EFF9668,39051,39070
I6EFF9668,39353,39373
I6EFF9668,39546,39559
I6EFF9668,39878,39892
I6EFF9668,40219,40232
I6EFF9668,40586,40613
I6EFF9668,40859,40872
I6EFF9668,41050,41062
I6EFF9668,41278,41294
I6EFF9668,41527,41561
I6EFF9668,41817,41853
I6EFF9668,42091,42105
I6EFF9668,42330,42351
I6EFF9668,42813,42846
I6EFF9668,44417,44428
I6EFF9668,44462,44473
I6EFF9668,44552,44563
I6EFF9668,44641,44658
I6EFF9668,44837,44854
I6EFF9668,45310,45322
I6EFF9668,46521,46583
I6EFF9668,46585,46610
I6EFF9668,47061,47091
I6EFF9668,47325,47379
I6EFF9668,48031,48056
I6EFF9668,49348,49362
I6EFF9668,49999,50045
I6EFF9668,50456,50485
I6EFF9668,51013,51049
I6EFF9668,51538,51570
I6EFF9668,52035,52066
I6EFF9668,52384,52415
I6EFF9668,53136,53148
I6EFF9668,53266,53301
I6EFF9668,53605,53636
I6EFF9668,53959,53989
I6EFF9668,54324,54350
I6EFF9668,54812,54834
I6EFF9668,55551,55590
I6EFF9668,55592,55617
I6EFF9668,55619,55673
I6EFF9668,56267,56326
I6EFF9668,57164,57206
I6EFF9668,58713,58731
I6F70ED49,126,197
I74772DFF,2194,2212
I74772DFF,6110,6269
I74772DFF,40581,40766
I74772DFF,70215,70420
I74772DFF,103217,103327
I74772DFF,188045,188064
I750EAEE8,73,151
I786395B4,175,304
I78C84F85,279,289
I78C84F85,747,765
I78C84F85,2669,2749
I78C84F85,17814,17845
I78C84F85,19661,19748
I78C84F85,28014,28108
I78C84F85,31046,31076
I78C84F85,31644,31668
I78C84F85,32666,32682
I78C84F85,34785,34811
I78C84F85,37149,37242
I78C84F85,37592,37638
I78C84F85,48173,48197
I78C84F85,49535,49582
I78C84F85,50583,50602
I78C84F85,55370,55434
I78C84F85,58550,58613
I78C84F85,65767,65827
I78C84F85,66495,66566
I78C84F85,69289,69343
I78C84F85,72539,72592
I78C84F85,75574,75675
I78C84F85,84596,84663
I7989272E,42921,42982
I7989272E,50462,50522
I7989272E,56074,56138
I7989272E,89002,89078
I79F57A79,135,216
I7A79CC95,262,268
I7A79CC95,2300,2337
I7A79CC95,25382,25455
I7A79CC95,26591,26706
I7A79CC95,39560,39638
I7A79CC95,82921,83002
I7A79CC95,84031,84150
I7A79CC95,85384,85460
I7A79CC95,100129,100198
I7A79CC95,109411,109506
I7A79CC95,113871,113947
I7A79CC95,117797,117842
I7A79CC95,123333,123405
I7A79CC95,127190,127303
I7A79CC95,143929,144005
I7A79CC95,144514,144534
I7A79CC95,144936,145012
I7A79CC95,195352,195492
I7A79CC95,259366,259462
I7A79CC95,362956,363168
I7A79CC95,485717,485812
I7A79CC95,530878,530964
I7A79CC95,560402,560473
I7A79CC95,561743,561847
I7C0B99BB,156,255
I7D476A8B,258,275
I7D476A8B,4296,4382
I7D476A8B,129657,129735
I7D476A8B,239330,239350
I8006C360,0,67
I8222749E,119,198
I82AB29CD,73,179
I849C345E,194,211
I849C345E,13942,14006
I849C345E,18272,18354
I849C345E,34096,34164
I849C345E,78996,79047
I849C345E,97342,97446
I849C345E,123634,123679
I849C345E,132682,132779
I849C345E,154856,154898
I849C345E,157920,157980
I849C345E,185939,185967
I849C345E,198581,198646
I849C345E,207381,207445
I849C345E,222948,223053
I849C345E,233658,233676
I85485484,83,216
I85C28EDA,0,51
I85C28EDA,53,72
I85C28EDA,74,102
I85C28EDA,104,195
I85C28EDA,230,252
I85C28EDA,289,388
I85C28EDA,420,568
I85C28EDA,605,611
I85C28EDA,1658,1675
I85C28EDA,6138,6234
I85C28EDA,66695,66722
I85C28EDA,84168,84273
I85C28EDA,103441,103466
I85C28EDA,109160,109272
I85C28EDA,143341,143386
I85C28EDA,161759,161857
I85C28EDA,161859,161882
I85C28EDA,162198,162222
I85C28EDA,162498,162522
I85C28EDA,162738,162761
I85C28EDA,164648,164666
I8698A1DF,132,149
I8698A1DF,1481,1543
I8698A1DF,66833,66891
I8698A1DF,90263,90294
I8698A1DF,94609,94637
I8698A1DF,95421,95488
I86E4558F,108,170
I881A57E8,263,272
I881A57E8,564,582
I881A57E8,9620,9636
I881A57E8,10691,10727
I881A57E8,43832,43863
I881A57E8,61931,61946
I881A57E8,63434,63468
I881A57E8,77491,77517
I881A57E8,97935,97958
I881A57E8,121287,121346
I881A57E8,122605,122613
I88977D82,451,457
I88977D82,2925,2942
I88977D82,243435,243453
I88CF073C,134,151
I88CF073C,5363,5400
I88CF073C,10048,10100
I88CF073C,12256,12310
I88CF073C,17896,17978
I88CF073C,19415,19471
I88CF073C,22963,23061
I88CF073C,28331,28379
I88CF073C,33204,33241
I88CF073C,38983,39022
I88CF073C,53644,53700
I88CF073C,58750,58839
I88CF073C,67160,67205
I88CF073C,73802,73869
I88CF073C,95125,95165
I88CF073C,121556,121580
I88CF073C,131294,131328
I88CF073C,145422,145496
I88CF073C,147615,147698
I88CF073C,149046,149116
I88CF073C,156233,156295
I88CF073C,192583,192605
I88DA3111,163,280
I895C519A,133,267
I8961718B,171,177
I8961718B,2183,2208
I8961718B,2711,2749
I8961718B,36540,36569
I8961718B,75786,75804
I8961718B,144599,144626
I8961718B,169904,169920
I8961718B,188460,188496
I8961718B,203535,203560
I8961718B,249494,249514
I8961718B,257842,257860
I8961718B,277344,277362
I8961718B,281582,281591
I8961718B,286719,286737
I8994AAB2,184,189
I8994AAB2,236,242
I8994AAB2,320726,320744
I8995895C,0,44
I8995895C,132,177
I8A57AE06,72,194
I8B49E87B,1110,1127
I8B49E87B,5505,5606
I8B49E87B,29654,29706
I8B49E87B,33950,34016
I8B49E87B,44531,44566
I8B49E87B,75958,75993
I8B49E87B,95992,96048
I8B49E87B,118836,118867
I8B49E87B,151390,151433
I8B49E87B,153779,153864
I8B49E87B,196721,196768
I8B49E87B,199240,199286
I8B49E87B,204547,204628
I8B49E87B,238889,238981
I8B49E87B,313545,313563
I8CEEFEFC,143,236
I8D5C7CB4,52,138
I8D6D2565,65,127
I8E747E8E,129,212
I8EC6D8E9,157,259
I91949F99,5396,5413
I91949F99,10923,10968
I91949F99,254934,254952
I920AA7AC,201,207
I920AA7AC,3434,3451
I920AA7AC,8844,8928
I920AA7AC,334840,334858
I9434034F,158,229
I9434034F,231,356
I9658BC87,0,72
I9658BC87,126,199
I9658BC87,201,273
I9658BC87,275,381
I9658BC87,383,500
I9658BC87,502,555
I9658BC87,557,616
I9658BC87,618,676
I9658BC87,678,741
I9658BC87,743,802
I9658BC87,804,862
I9658BC87,864,931
I9658BC87,933,1005
I9658BC87,1007,1075
I9658BC87,1077,1152
I9658BC87,347742,347807
